,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
153,,None,1,"You have to weigh the good with the bad;  A highly educated person, who has been groomed to dictate, who makes decisions unilaterally is almost always superior to a government in which is clogged by bipartisanism. ",however,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
154,,None,1,"No style of government ensures that a person of high morals will get into office. However, by heavily educating a down-the-line monarch in the field of ethics, you minimalize the odds of this. ",however,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
155,,None,1,"The monarch must take full responsibility if his/her decisions were ill-advised, reckless or self-interested.",but,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
156,,None,1,High education doesn't necessarily correlate with good moral.,but,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
157,,None,1,"Most monarchs weren’t reasonable, and there is no reason that they will be.",but,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
158,,None,2,it's easier for one person to make decisions than having a committee of people trying to find consensus,because,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
159,,None,2,Which is never the case.,however,A monarchy is the best form of government,https://en.arguman.org/a-monarchy-is-the-best-form-of-government
160,,None,1,"There are millions of examples of people with mental illness who are involved in societal activities, not criminals, and don't isolate",but,Society suffers the most when dealing with people having mental disorders,https://en.arguman.org/society-suffers-the-most-when-dealing-with-people-having-mental-disorders
161,,None,1,Illegally downloading music and other files is the breaking of a contract.,because,Illegally downloading copyrighted music and other files is morally wrong.,https://en.arguman.org/why-illegally-downloading-files-is-morally-wrong
162,,None,4,"Leaving them out relies on all tools that process JavaScript code in your toolchain getting the rules exactly right (for instance, some minifiers/packers/compressors don't, including Crockford's jsmin, which will break code that relies on ASI in some places)",but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
163,,None,1,"ESLint doesn't have a preference for any particular semicolon style. By default it doesn't lint semicolon usage, and the option to lint semicolons allows to enforce both semicolon and semicolon-less style.",but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
164,,None,1,"The fallacies above say we're talking about omissable semicolons, yet the original premise mentions nothing about limiting the discussion to only the omissable ones, just that ""semicolons are pointless in JavaScript"". It seems either the original premise should be updated or the fallacies struck.",because,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
165,,None,4,"Free your mind and use tooling that enforces either.
Don't waste brain cycles becoming a JS parser.

",but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
166,,None,3,Semicolon at the line end does not introduce new information to the reader most of the time,because,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
167,,None,5,"Tools that break on valid Javascript are inherently broken themselves.
If you can't trust the tool to be valid in 1 case,  what gives it inherent validity in other cases?",but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
168,,None,2,"The rules for where to put a semicolon are just as easy, if not easier to learn.",however,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
169,,None,4,"In practice, the ASI rules are simple to learn and adapt to (see the source). The way it is written in the specification may seem complicated because it is written for parser implementers, not for those who wants to learn JavaScript.",but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
170,,None,1,“Proper web practices” is a subjective term. Few popular JavaScript style guides nowadays recommends not using them where they are unnecessary (as in the code works without them).,but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
171,,None,7,Most popular JavaScript minifiers today all handle (the lack of) semicolons properly. That article is more than 5 years old.,but,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
172,,None,3,"We should support fixing the parser, that's the actual issue!",however,Semi-colons are pointless in Javascript,https://en.arguman.org/semi-colons-are-unnecessary-in-javascript
173,,None,1,"There are plenty of examples of ""objectively worse"" programming language designs, i.e. ones that have have no silver lining. For instance, Javascript's and PHP's illogical ""truthiness"" concepts.

Whether being objectively bad means anything in real life is another question. ",because,You can't measure how good a programming language is.,https://en.arguman.org/you-cant-measure-how-good-a-programming-language-is
174,,None,1,A programming language could be measured by the efficiency of the language. Or the cross-platform nature of it. So a language can be good in some circumstances but not as good in others.,because,You can't measure how good a programming language is.,https://en.arguman.org/you-cant-measure-how-good-a-programming-language-is
